5000 10000
3889 1186 621849
2415 1892 521318
4830 3404 452181
2619 516 897354
2728 385 77987
751 1066 582216
3881 3897 728891
1159 2820 663968
3439 2867 6668
4049 2763 825849
2943 1388 846989
1952 3743 86916
4725 4150 921374
3512 2760 818101
505 1146 64771
3401 1410 496827
4132 2793 714320
3120 99 591999
4090 4318 449216
966 1504 871710
4087 1495 915986
412 2430 741472
986 674 67503
138 3116 426468
1080 3261 788910
1824 3664 495426
3106 2780 907380
3804 4440 494163
496 3516 21904
789 297 67184
4502 3050 723078
4792 4718 821067
2199 2532 732591
1982 3686 914549
3428 3844 350370
1495 2069 482872
4963 4455 681100
2086 2688 240791
3612 1029 609379
3603 1748 743194
2150 183 835232
3595 814 88567
3976 3741 268405
250 1154 605819
2079 356 982747
4348 3483 340431
3171 1678 134321
1373 2847 675957
498 4629 242703
4210 546 130959
383 4682 118794
1326 1635 386148
3434 2145 981172
582 908 317981
247 2733 872173
3163 4733 591799
1764 4881 222925
3128 3044 160304
2548 2700 753135
1754 919 711895
384 2925 301488
447 2786 576465
1324 1298 940071
2082 349 656122
2432 3601 828203
2489 988 588533
2237 915 93092
554 2357 311055
4130 4308 333066
2705 1226 636482
4687 4967 878913
2417 4832 188814
4586 620 170109
4272 4048 210917
3207 4716 510685
147 4576 679459
3768 3799 72991
2850 3437 188053
3881 4265 799087
820 1795 673855
1569 1305 108507
4791 3834 299183
4214 1507 137598
3171 932 652931
3769 1303 241776
4458 2958 751285
299 894 406710
2933 1456 811538
3948 4525 706779
1353 1710 831213
4771 3921 682974
3060 3382 773306
2798 4090 182044
1290 4225 498650
1899 222 671726
3963 2513 342086
2736 3573 484441
3550 2601 46179
2148 4373 531973
2360 2313 879148
226 2266 601639
276 4094 915718
3030 92 596929
1510 2150 898262
3137 1566 999728
2365 2124 283327
3952 318 977839
709 4780 66583
3493 580 884662
1528 3132 510530
949 3605 640170
5000 3714 46581
581 2570 558206
2690 2695 41497
4369 3117 730248
602 405 712853
3381 4413 992529
100 2055 913635
4585 4687 496695
4324 1403 798543
4501 2165 66917
264 1431 705011
1689 3958 485166
3278 4626 679703
2069 3701 819105
1882 507 317258
792 1641 211272
4433 1135 877709
3179 1402 32133
3975 626 244281
4430 1318 506675
1006 2307 26218
1991 4094 707248
3332 3303 759902
894 3104 12110
4735 441 514256
1101 1570 186499
1230 862 748480
3031 829 499545
2759 202 629749
754 1405 398124
2497 59 442322
2837 287 174477
390 2970 194547
3738 1852 62726
616 2838 485386
4349 1268 262228
4974 3412 239159
1389 54 864420
288 1731 408100
2782 3484 68507
3396 968 257548
1385 4588 543285
3761 3453 871039
3035 1519 100876
1589 3126 401355
346 1403 783562
3819 4818 125786
2374 632 474528
1367 627 955498
341 4431 41339
2641 394 701300
447 1291 267288
2808 2297 158951
2836 244 243440
2948 1664 17478
1026 198 520084
894 1596 457303
4884 883 192388
1614 1947 346726
400 3127 710853
4746 599 115927
1858 2687 300173
2361 2990 33538
1860 4234 44037
1202 437 944470
4268 626 94654
2701 3099 131518
2086 3477 774414
404 764 347588
1259 416 101110
419 3173 45427
4701 4210 640399
1617 252 618532
4917 2494 493850
440 180 637901
3893 3128 733026
2405 2831 766450
2432 2256 395109
2585 3756 734600
825 3607 183010
640 1673 317689
2739 4405 796104
3239 318 237072
2059 4966 714786
1569 3550 46972
2270 1856 381045
176 1271 139195
2343 1619 863425
4432 980 989895
681 1949 36031
2298 3910 741612
4478 2767 360096
172 822 202009
3481 4382 767588
1573 2625 581133
1182 2499 368445
3592 1240 760248
3415 4160 541491
652 945 190833
2800 3443 104994
1575 2202 654106
1907 3181 284624
4071 3251 187789
4506 1997 217662
2431 1051 381811
4901 400 361629
800 2359 87705
1891 3462 274078
1248 2823 325800
2804 4216 458492
368 3467 692880
1149 3193 692092
4026 1820 902934
383 3026 338103
686 3601 118985
4525 1669 423356
365 543 256584
4104 4966 938121
1996 2431 445816
3927 3091 61054
2960 3221 988796
4784 29 706878
4230 1757 181837
406 505 417623
4993 3427 226905
989 1654 233534
1319 4472 873456
4464 2406 2274
4900 511 291895
3991 4235 235120
3202 1228 137055
2782 321 700348
3507 1024 936594
4794 4899 252161
4834 4376 603116
2345 865 333717
4290 4521 529237
62 3877 875020
150 4811 893919
4240 1243 853034
2829 2892 869704
401 695 948188
3453 3340 418413
2215 4596 918615
2023 1298 911070
3822 4497 370069
4250 3512 3610
1723 3187 964433
4248 2143 154021
30 282 482681
4372 292 199034
4312 569 481850
4804 410 847122
1621 2135 810895
2685 2049 876038
2108 2777 596372
4267 1123 639473
527 2058 845927
2189 783 318886
4197 1742 373856
690 1038 102446
328 1478 117313
2458 3937 987523
781 3390 209544
3221 2788 305867
4531 4412 462163
2431 3720 768079
4815 3161 658816
3326 3577 383591
114 2842 994290
4974 4412 301275
1194 2909 668660
1213 4097 887854
1540 2856 768848
4811 1204 758811
3234 3753 44386
2893 2637 76843
3132 2191 989741
4630 3630 153985
4527 2476 496271
4471 4850 677936
1870 3464 235793
3829 34 602940
4086 930 647646
1751 2368 84518
1763 3677 189629
2924 2456 854932
3227 667 640581
4337 217 969533
1829 4128 581610
770 2962 987819
3921 784 294434
1006 4880 536697
919 1845 684978
4369 1012 152283
1793 1091 538867
1880 1625 882527
4955 2773 551508
2402 1287 648943
2023 1321 721962
598 1041 115843
3246 3530 411483
3363 3508 918345
1235 71 72742
1790 243 812216
2769 3625 340262
4254 4718 693271
1731 4943 122886
4326 1465 443483
4221 4079 87371
871 4896 935993
973 1652 204257
3222 732 99652
129 3268 556509
4777 2989 26938
539 978 278553
1412 3500 570770
2544 3966 705429
4406 3518 611697
1873 947 673493
2348 2961 809050
323 3362 765077
2490 3437 989692
200 2184 348692
3076 2410 996852
566 3661 875216
4867 2288 593249
4270 2645 271719
3017 1700 434091
1542 4571 760206
1567 3153 865675
4837 3391 102336
872 4683 635207
2311 2337 25428
4322 4242 770276
2279 2861 325102
1019 3276 39424
1027 612 159976
1338 1037 433052
4948 4920 559986
3487 3276 926985
3198 4574 671867
2577 1281 204861
2699 4056 6770
696 1066 3582
2054 1545 743528
3070 2273 159217
3885 1444 904148
889 1584 973876
119 3467 581793
3785 1886 680666
1936 326 600623
4018 2783 185572
4284 2862 693938
3057 708 377813
3887 4449 641188
4991 1008 261884
226 3393 877286
4996 378 486227
2031 4985 581265
4883 2512 67018
4695 2088 128973
1506 2618 464732
493 2213 799341
1374 1667 741518
887 4828 937447
2358 2760 33386
300 3963 213110
2281 4314 801571
1454 3999 928803
163 2671 629798
2747 2448 79632
1172 2840 249425
1697 3247 795081
2495 1726 389002
171 2898 530032
4977 4671 902586
2870 1109 353279
4359 3810 865308
919 3085 880510
2592 456 272487
1028 1274 360815
4823 1069 961547
1869 3399 637441
2927 4768 782327
205 830 119886
475 4803 323824
1553 304 804027
1245 4550 632043
4599 1046 802624
1311 213 774763
3649 4137 541149
4698 3929 395353
3026 4529 113375
4583 4358 976992
684 1624 137565
326 4895 45940
1580 2014 676899
2429 4874 513557
4212 2989 663084
331 352 430972
4263 908 562787
2869 4846 564338
827 1388 432716
2449 4603 113935
2571 2382 953794
2518 2179 496669
1651 4392 897542
734 1007 877267
176 858 383790
1104 1460 558968
253 3049 907713
2598 1106 558215
3187 1222 415755
204 942 629120
2332 2050 56118
3862 374 844910
2129 4480 385461
1197 1854 721867
4450 273 811399
2608 4848 796959
1874 3343 765418
4857 3470 226855
3017 4107 863544
3915 1011 247924
2916 3722 840014
4467 1361 535314
2597 2539 817661
3154 1033 670357
4440 2747 274449
3408 1613 355555
1708 728 896059
2798 659 244392
2090 808 473716
2453 424 345211
4905 2152 139987
4658 1942 912223
4241 4520 573489
3698 1067 270896
3901 4757 370272
3298 4855 497383
573 2958 491329
3317 4835 729088
4588 4283 920457
4808 584 353264
152 2676 597055
1085 3542 141301
4408 2739 860473
4587 1056 189350
3261 2822 899954
2385 2193 193186
1695 735 342772
853 2809 332659
813 3417 952049
3525 1584 252673
3200 3850 969868
1321 3971 368502
3065 3534 295655
3249 935 957103
4196 3059 371321
1999 4103 362253
4665 4200 918015
1382 2029 110606
3112 2790 993679
2045 742 984771
3170 4983 801505
2669 784 185790
215 4016 461776
2707 1192 673758
3645 56 969827
4270 3114 299968
685 2117 154282
4801 3457 734479
1212 387 7427
3898 683 978928
3607 1288 962819
2224 2575 250623
1167 4967 466201
1902 1960 799973
4526 1462 229048
1659 1519 543930
3965 3437 271123
3189 2568 69488
1387 2743 247277
2409 3030 602051
3646 3695 453920
3936 664 355958
1893 4578 652358
681 2924 556412
4100 1587 805558
1173 3780 755698
2046 2396 860284
2217 3858 577593
4601 3993 841976
921 3733 355027
2252 2597 524819
2724 4109 882408
4051 4453 496888
1979 4793 691126
1563 1335 434480
503 4524 802215
2732 499 875554
4807 237 341577
4649 3756 673552
288 3363 640298
1407 1542 21378
4596 200 188677
3914 3243 83291
2155 907 69582
3540 4332 564900
4555 4297 606414
3059 3079 402718
889 4185 992391
1908 4889 776034
2124 3360 96881
2026 2477 975007
1982 2163 669867
351 1645 605507
3998 3513 313730
3922 975 970195
4454 2370 447266
2106 2100 830279
3499 1316 567704
2430 4761 110259
4748 2969 822579
4622 1353 577032
4958 3393 216174
3340 2536 65973
2528 1604 691892
1371 1838 257859
3634 2401 27168
3697 2378 650207
4556 1109 831573
3675 2188 477820
969 2952 438983
4531 2191 944829
4402 3913 500050
3754 4803 844872
3317 854 706682
4186 4018 599484
1365 1759 268411
3507 318 337516
271 716 22315
976 483 889495
3465 3825 554665
894 4726 4076
2242 2491 216674
793 2052 462325
1753 308 137416
4693 1960 216615
4858 3552 22369
3877 4094 220125
3532 4929 185092
3150 1852 469925
1327 4723 156316
3664 3559 476297
1836 4935 283545
1826 3852 171707
4000 3071 31195
4587 3923 749664
3908 16 413891
867 4910 930894
2510 1715 394039
4931 709 521416
1004 3632 904070
1676 951 20924
4735 3582 447094
1456 1728 417695
2772 4477 300515
3722 2854 862242
715 897 762124
3585 1438 735954
425 2185 486817
2256 1449 154238
718 1374 509047
3428 964 48462
3352 563 163324
1024 4223 773692
3227 3934 132158
4418 617 631260
2958 2940 991796
1117 2947 179031
1498 440 457550
384 49 207058
3744 1286 603773
4973 2688 483102
3613 3997 248826
1704 3522 208491
2797 1615 715718
4091 3838 839902
700 2048 782294
4998 546 321088
69 3540 927280
466 33 86055
1732 3819 701815
1511 4187 870487
2653 1185 71573
4621 1129 305007
534 2556 219730
1092 197 14753
3305 1053 123963
339 3323 926363
3529 4741 259190
2413 4670 24138
981 435 731100
1256 82 340325
4630 3930 521583
2186 4592 958193
4401 356 64987
2413 1138 835744
1148 4798 305090
2459 3503 310207
208 1272 440333
3514 178 967391
3399 2598 915015
503 4862 491036
4445 2908 528809
82 2261 849788
3146 1550 401071
1947 3277 930885
3546 2446 136470
3708 3964 227260
2822 858 279259
3841 730 124673
3686 3292 371544
2889 3515 736728
3742 4037 34013
4400 4761 938873
2009 4811 613151
1792 2165 528160
2961 3389 690454
3123 3329 473519
549 4844 405940
3472 4582 591105
3275 614 858100
4538 4628 682960
3844 4362 787208
3149 3684 920557
433 4101 862416
1085 2618 311467
353 2479 682851
4834 3258 268834
2279 1061 319913
4919 315 801419
93 2868 694062
263 4882 612555
3048 1838 332487
4832 2928 614057
4288 4215 457574
602 4837 947020
3305 1107 859574
676 453 589889
233 4208 777445
4072 4170 489122
3042 2561 118501
591 21 147918
4363 1437 472215
1399 4863 684206
4410 2028 895332
3163 3450 270234
3509 4972 12542
2547 4568 181083
2638 2110 229056
112 792 51957
781 4663 20778
1669 290 824030
86 433 470339
3818 4669 474127
2297 3642 694721
324 4364 304355
748 387 842964
1970 1006 914600
2939 1792 453231
3211 4962 661263
1090 1360 743087
2275 1073 738988
4272 4620 252787
610 1479 954728
4095 3539 343369
3253 2451 590691
3132 4820 778126
752 4533 268505
1486 862 738060
3647 3438 163086
3516 1536 455632
1909 4243 340122
3907 3104 258546
3374 3473 413397
705 2418 485768
1413 1475 359733
1987 3462 763465
3090 1252 529509
4453 990 919120
817 3157 481388
4598 778 826186
568 2582 888543
565 3209 910843
1719 3029 137407
3908 3304 8031
1627 1612 989044
3658 1166 965092
681 3061 751506
3426 79 837688
2812 345 343892
4764 2067 508764
1331 1880 468595
128 1308 702993
3498 2645 724429
3740 572 590136
4197 3787 16257
2224 2177 26059
2219 1803 960312
318 2030 530045
393 1721 77168
2365 52 806124
2969 2563 739414
1417 2580 974385
4838 1483 177010
1390 1644 986493
3000 2193 493441
307 287 152968
4442 633 36665
4508 3350 359751
2659 2529 130567
3773 4438 866863
4285 3073 376800
1992 4222 37298
4103 2471 340442
759 3926 347265
4586 3561 199472
4915 2600 998466
2160 1223 861354
3081 2979 991628
1608 3340 745862
272 669 743800
4985 1413 141275
2175 445 401030
879 4366 288665
3253 2747 612106
1480 4586 736410
2999 751 438297
590 2269 974306
817 1861 770567
918 3789 233938
1657 849 187472
1072 1861 928670
4714 4250 723090
2340 3889 810693
4698 4862 106918
831 2463 140405
2782 352 500929
3618 3417 471102
3294 4360 820722
472 3070 441989
2180 4760 674842
2474 141 799787
1809 3560 395065
1973 86 506242
2846 3853 205682
4977 463 976208
1041 4570 799832
3065 3780 798588
2493 3958 34538
862 3895 58270
2643 1029 909396
4806 4843 567883
1898 1314 702864
411 1600 683433
80 4841 251592
978 2857 148687
2941 4771 511638
1457 2157 285376
2147 2146 407347
3304 4118 351320
2420 4107 840762
730 2595 673759
2505 3170 820643
3954 1693 349869
2521 4730 556987
2606 4172 581704
412 883 642442
2475 4482 988144
3592 3369 885819
1663 925 794872
661 1506 539684
1443 3302 574439
1308 1744 360383
2649 3061 46334
4141 2447 541513
4196 843 278878
1197 4828 157383
3426 1899 899438
535 1226 118238
2705 3800 869424
464 492 57619
4288 3451 868603
2133 688 6618
2429 3649 905966
4315 2810 342459
1520 2917 73770
532 2891 295296
3593 565 742495
932 3854 493042
1834 913 825963
3605 2449 236960
1118 2916 870766
4614 86 184736
1402 4187 114442
4019 4051 443154
2267 4077 420969
2903 3609 493986
539 4375 360779
2315 4871 851257
2312 2064 718254
2024 1059 86376
4661 3033 226844
3460 1760 846712
4944 2878 150889
4985 754 261233
1686 2613 986603
2093 1793 90236
4301 4697 878336
3585 2174 946285
1981 4622 374112
3828 4976 479084
3501 3274 257561
2103 2999 509048
658 1261 198510
521 3512 324345
1914 391 182970
4904 2624 214327
129 2215 773258
1238 608 917383
255 3582 294358
247 2514 970906
4766 3604 947014
3394 536 350014
126 3834 850800
3850 1594 293621
1331 200 568062
2658 4618 705016
3741 728 257888
4670 3180 382020
3877 2071 616121
3755 4677 594255
1625 446 356347
1385 1648 890370
2382 2690 782740
848 3278 392266
339 4992 193944
4504 3442 379116
3780 1201 42655
2164 4392 257132
766 79 384885
2205 2304 103776
1743 4148 329938
1748 915 873185
3914 502 644224
3279 4668 699605
3328 1058 884066
4276 4232 323982
3882 4883 725307
4173 2089 785279
1437 301 737781
267 1755 631932
1945 88 274816
3784 1673 901897
3865 1215 852093
3516 4714 489512
75 3525 943082
2461 1365 890293
913 4870 452585
4890 4083 222386
2447 4140 522204
3692 4661 719580
546 1032 916414
4192 3882 949481
3418 4919 976291
3448 879 944134
4207 1091 987405
2620 616 416183
1063 2017 666047
2923 1188 427757
4919 476 609285
2136 3985 260982
3898 3262 339144
1950 3214 69404
2164 545 940465
1708 212 907671
2955 4816 242164
394 4829 662055
1302 4613 442372
1633 693 521075
1831 4449 778045
1894 5000 10126
1527 2296 130839
1621 1936 906937
3946 1967 226728
109 3849 240635
4648 1865 486781
3368 820 886330
3209 3680 860457
2699 1280 666524
536 57 440438
960 4864 285788
3979 3083 125674
3908 3322 158566
4942 3357 635272
4006 3227 417697
3847 408 434355
2441 1330 192240
3028 695 802035
1965 51 68379
168 2100 342892
3024 1548 335792
3364 4827 980618
2043 735 554359
4253 852 489157
4231 1010 60701
1040 4257 244711
4975 2233 984875
4189 1764 37184
2262 464 770729
369 1747 774079
3430 851 729094
47 508 9741
1734 266 169954
2146 557 255325
939 4219 159642
4799 2415 959707
3113 861 988780
3046 3020 119986
4138 4562 699600
4980 3328 286264
1519 1290 686502
2996 469 577809
3320 79 237713
4510 4315 864214
546 1789 517727
1227 2851 638080
769 4953 448789
4724 3252 852982
3919 165 319163
3337 3524 448626
4590 2410 479826
403 4087 151593
3762 2247 857520
3374 4713 343450
3178 4104 136138
2419 4140 848185
1453 4059 509535
4646 4048 423329
2162 2413 312377
4563 2918 349871
557 3095 164312
3980 672 820800
302 830 661921
2348 3880 85302
3505 2186 645237
1843 729 511601
3943 2305 402301
4691 4068 436517
2104 4248 481049
4087 901 539335
877 880 118727
215 4392 550499
358 2036 198542
16 3871 24038
1548 2643 614254
4955 974 213740
3178 3252 15810
3167 4174 569172
4213 2299 874208
3533 1871 268984
2639 1149 680037
169 4390 775350
644 2409 711159
4172 1637 846275
702 3439 582377
1969 3027 448352
3850 2766 40267
3344 2707 1263
1508 3579 617501
3083 2539 922060
2527 308 969692
4210 3074 459342
1373 2904 517422
292 4551 141235
373 4506 531874
3516 226 793988
1613 3557 921604
1126 214 58304
557 1989 58172
1595 417 413394
3886 2920 231742
2567 1583 20713
2439 3090 385209
1440 3692 324086
4171 3317 269778
489 3785 898209
2755 2689 635983
1830 2185 120887
441 4737 793292
149 1 735856
2253 4723 980382
2222 3286 31365
4773 78 815145
1697 1167 421036
2730 3205 902503
2214 537 566661
4414 1705 150360
418 4949 831176
3853 3406 808022
551 3956 755187
1439 1863 412437
1299 1565 746066
1909 579 609905
3501 3427 514473
2649 2414 197162
4764 2046 991235
3566 3866 842916
4393 1373 441668
2876 3166 177611
334 4386 368630
4481 4227 624179
1970 452 870446
1208 800 469142
3483 503 657155
1507 2155 247172
482 2801 47294
3580 1662 927148
4299 297 425709
3462 2539 266639
3637 704 308420
4185 4338 170168
3265 3961 461951
175 2343 488171
2155 277 396266
1828 2595 257282
1197 4060 749502
236 689 980797
2574 4809 701373
4743 3129 284408
388 1362 392191
552 1428 652871
1382 3652 455506
1668 1818 342209
1674 2018 314144
2166 4548 250643
2705 255 88907
3237 2396 252102
808 2182 838940
334 1715 408324
1425 2317 667393
2442 578 974342
721 744 652864
3704 1624 823936
1789 4823 614212
4552 355 779485
3102 145 880130
4252 3040 948163
345 4746 958022
51 102 735834
2738 1994 126584
3867 943 235531
1633 1767 837151
704 4866 897986
824 2113 201710
1813 1105 722339
136 1286 355186
2153 4609 53678
2385 2034 33945
3407 3945 404822
2879 4239 830453
2094 1756 479685
4955 4287 780337
4359 667 674235
640 1573 745046
2620 3848 435038
1748 1214 352995
3846 3477 281760
378 3752 441793
2718 4112 557310
1404 3750 769387
2010 561 949084
2575 463 393415
2725 972 592433
4465 3924 758152
3494 1391 574717
1720 647 670305
300 1943 987855
740 3833 176657
4144 781 648658
369 4924 854235
1356 3807 687766
1801 2896 787501
2101 2441 725854
2088 4170 502676
3273 4692 925927
